transaction_id,amount,hour,distance_from_home_km,num_transactions_24h,is_online,merchant_category,is_fraud
100594,146.9,15,1.0,1,1,electronics,0
100595,41.77,23,25.7,5,1,restaurant,0
100596,22.97,19,8.0,3,0,online_retail,0
100597,111.24,23,40.4,0,1,grocery,0
100598,19.43,22,1.6,3,0,grocery,0
100599,37.71,10,2.3,0,1,restaurant,0
100600,46.46,21,0.8,1,0,online_retail,0
100601,113.41,21,23.5,6,1,online_retail,0
100602,38.52,17,16.4,1,0,restaurant,0
100603,130.01,20,12.7,3,1,travel,0
100604,1.0,22,7.2,2,0,grocery,0
100605,105.68,18,1.2,2,0,restaurant,0
100606,14.36,0,2.0,4,0,online_retail,0
100607,1.0,5,0.5,3,0,grocery,0
100608,96.78,0,9.8,3,0,electronics,0
100609,44.72,18,14.8,0,0,travel,0
100610,60.43,6,9.3,1,0,online_retail,0
100611,21.71,21,4.7,1,0,travel,0
100612,434.35,0,22.0,3,0,online_retail,1
100613,47.85,16,6.5,5,0,online_retail,0
100614,28.6,13,6.5,3,0,electronics,0
100615,40.9,14,70.3,0,1,electronics,0
100616,34.53,4,8.7,1,0,restaurant,1
100617,63.54,20,26.1,3,0,online_retail,0
100618,47.73,21,3.7,1,0,online_retail,0
100619,131.27,23,26.6,4,1,restaurant,0
100620,159.5,2,49.8,1,1,grocery,0
100621,166.51,16,6.8,1,0,grocery,0
100622,5.51,18,19.6,0,1,restaurant,0
100623,3.04,18,8.8,3,0,online_retail,0
100624,8.49,1,4.5,4,1,grocery,0
100625,143.4,3,5.8,6,0,grocery,0
100626,17.72,22,65.8,2,0,restaurant,0
100627,204.47,2,6.5,3,1,online_retail,0
100628,19.14,8,24.8,0,0,electronics,0
100629,5.01,11,2.0,0,1,electronics,0
100630,169.75,6,1.4,1,1,online_retail,0
100631,16.11,16,19.0,6,0,restaurant,0
100632,14.47,7,27.2,4,0,restaurant,0
100633,22.24,21,54.8,3,1,restaurant,0
100634,1.0,16,25.2,4,0,restaurant,0
100635,17.78,6,6.7,3,0,online_retail,0
100636,72.96,20,9.0,0,0,grocery,0
100637,40.95,13,16.1,4,0,online_retail,0
100638,8.47,16,1.6,3,1,grocery,0
100639,44.64,7,16.8,1,0,online_retail,0
100640,22.58,3,17.7,5,0,restaurant,0
100641,33.79,11,31.6,1,1,restaurant,0
100642,68.05,8,26.4,5,1,restaurant,1
100643,28.9,0,5.8,3,1,restaurant,0
100644,20.94,11,8.0,3,0,grocery,0
100645,64.44,4,38.9,3,0,online_retail,0
100646,5.94,6,20.2,2,0,online_retail,0
100647,57.22,1,19.5,2,1,grocery,0
100648,130.75,22,68.2,2,0,travel,0
100649,135.58,13,57.2,3,0,grocery,0
100650,5.61,16,4.3,1,0,online_retail,0
100651,2.35,4,5.4,3,1,grocery,1
100652,100.59,16,36.3,3,0,online_retail,1
100653,193.46,13,14.5,5,1,electronics,0
100654,11.67,5,5.6,4,0,grocery,0
100655,36.94,11,55.6,7,1,online_retail,0
100656,8.38,12,16.2,1,1,restaurant,0
100657,60.07,17,89.0,0,0,grocery,0
100658,110.48,5,61.1,5,1,online_retail,0
100659,21.02,21,60.5,5,0,grocery,0
100660,27.95,7,24.6,3,1,grocery,0
100661,15.86,15,17.3,3,0,travel,0
100662,50.05,18,4.4,2,1,electronics,0
100663,24.78,18,11.2,1,0,restaurant,0
100664,94.81,5,15.8,2,0,electronics,0
100665,26.26,8,50.5,3,1,online_retail,0
100666,41.1,16,66.3,2,0,restaurant,0
100667,9.43,7,14.5,4,1,grocery,0
100668,38.35,5,39.2,1,0,online_retail,0
100669,98.78,20,0.5,4,0,travel,0
100670,35.43,19,23.0,1,0,restaurant,0
100671,3.49,4,10.6,5,0,online_retail,0
100672,35.32,3,2.8,4,1,grocery,0
100673,18.95,9,57.0,5,1,restaurant,0
100674,64.42,21,7.2,3,0,electronics,0
100675,4.54,7,8.6,6,1,travel,0
100676,37.44,1,13.6,2,0,online_retail,0
100677,8.74,15,0.6,4,0,restaurant,0
100678,24.39,5,1.4,6,0,restaurant,0
100679,137.68,10,15.7,2,1,online_retail,1
100680,1.72,15,20.0,5,0,online_retail,0
100681,15.93,8,46.9,2,0,restaurant,0
100682,1.0,8,10.2,2,1,restaurant,0
100683,46.42,9,23.1,0,0,grocery,0
100684,28.47,3,69.3,4,1,online_retail,0
100685,95.64,4,22.5,3,0,grocery,0
100686,112.71,3,2.6,4,0,travel,0
100687,134.21,21,32.0,2,0,travel,0
100688,29.95,12,17.5,5,0,restaurant,0
100689,2.25,9,7.9,2,0,online_retail,0
100690,41.32,7,9.1,4,1,electronics,0
100691,16.15,14,54.6,1,0,grocery,0
100692,37.64,21,16.1,5,0,online_retail,0
100693,119.57,20,1.7,3,1,travel,0
100694,52.41,17,9.6,1,1,online_retail,0
100695,30.23,23,71.4,4,0,online_retail,0
100696,119.02,11,8.3,2,0,restaurant,0
100697,13.12,22,9.6,7,0,restaurant,0
100698,98.48,15,1.8,3,0,grocery,0
100699,31.4,17,3.4,4,1,restaurant,1
100700,1.06,5,25.3,1,1,electronics,1
100701,89.07,9,5.8,5,0,online_retail,0
100702,16.73,10,22.8,2,0,grocery,0
100703,23.8,1,36.8,3,1,grocery,0
100704,47.52,19,12.3,0,0,online_retail,0
100705,60.54,7,20.6,2,1,online_retail,1
100706,6.14,21,23.5,6,0,online_retail,0
100707,164.39,4,15.5,3,1,grocery,0
100708,47.28,3,37.0,5,0,grocery,0
100709,106.24,16,42.5,1,0,travel,1
100710,3.69,7,68.3,1,0,electronics,0
100711,15.49,16,28.3,2,0,grocery,0
100712,32.32,18,2.6,3,1,electronics,0
100713,11.28,5,25.0,2,1,grocery,0
100714,57.61,6,7.9,7,0,grocery,0
100715,84.5,0,8.4,3,1,grocery,0
100716,96.92,8,46.4,3,0,travel,0
100717,100.88,10,15.6,0,0,grocery,0
100718,11.81,2,7.6,2,0,electronics,0
100719,99.64,19,24.4,4,1,restaurant,0
100720,27.78,20,11.7,2,0,online_retail,0
100721,89.13,2,23.3,2,0,grocery,1
100722,27.16,2,9.2,3,0,restaurant,0
100723,22.78,10,20.3,1,0,grocery,0
100724,4.9,16,56.3,3,0,restaurant,0
100725,171.93,8,13.3,3,0,online_retail,0
100726,1.16,2,45.4,1,0,restaurant,0
100727,12.25,9,20.0,2,0,restaurant,0
100728,69.64,6,29.2,4,0,grocery,0
100729,17.31,18,50.2,3,1,online_retail,0
100730,189.75,22,24.4,2,1,grocery,0
100731,11.68,20,6.6,2,1,travel,0
100732,7.4,2,8.2,4,1,grocery,0
100733,15.59,12,22.5,3,1,online_retail,0
100734,10.91,18,17.2,3,0,restaurant,0
100735,333.31,5,11.6,5,1,restaurant,0
100736,5.88,5,3.7,2,1,online_retail,0
100737,26.99,22,1.8,3,1,grocery,0
100738,24.65,19,14.7,2,0,grocery,0
100739,72.56,0,24.9,4,0,restaurant,0
100740,22.55,7,4.3,2,1,grocery,0
100741,20.51,2,5.0,5,1,grocery,1
100742,30.53,12,53.8,0,1,online_retail,0
100743,30.45,0,9.4,6,0,online_retail,1
100744,63.21,19,9.1,3,1,restaurant,0
100745,16.57,11,11.9,5,1,electronics,0
100746,59.64,2,3.3,5,1,travel,1
100747,32.64,23,23.2,4,0,grocery,0
100748,1.72,9,15.5,5,0,grocery,0
100749,34.17,19,15.2,7,1,grocery,0
100750,34.65,21,59.6,1,1,grocery,0
100751,52.39,9,25.7,3,1,online_retail,0
100752,67.11,6,66.4,6,0,grocery,0
100753,265.56,22,4.3,2,0,online_retail,0
100754,5.45,13,6.8,3,0,restaurant,0
100755,25.09,4,36.8,3,0,travel,0
100756,47.24,21,0.2,5,0,grocery,0
100757,4.35,6,94.0,4,0,travel,0
100758,134.26,16,5.4,2,1,restaurant,0
100759,9.4,1,25.8,2,0,travel,0
100760,99.6,22,19.9,5,0,online_retail,0
100761,9.13,19,11.9,2,0,grocery,0
100762,1.29,13,3.8,2,1,electronics,1
100763,62.81,13,2.6,1,1,restaurant,0
100764,5.2,16,11.1,1,0,grocery,0
100765,75.42,10,28.7,2,0,restaurant,1
100766,53.51,1,30.7,4,0,restaurant,0
100767,326.17,5,18.8,7,1,restaurant,0
100768,91.32,22,11.9,5,1,online_retail,0
100769,41.25,15,37.0,1,1,online_retail,0
100770,119.6,10,2.9,4,0,online_retail,0
100771,150.96,1,4.9,4,1,electronics,1
100772,176.01,12,14.0,5,1,grocery,0
100773,163.93,21,31.5,4,1,grocery,1
100774,279.48,12,18.0,4,0,online_retail,0
100775,77.04,1,10.7,1,0,online_retail,0
100776,58.97,7,22.9,5,1,online_retail,0
100777,71.6,0,1.1,5,0,restaurant,0
100778,132.16,23,25.1,1,0,grocery,0
100779,184.08,3,56.4,2,1,restaurant,0
100780,68.57,15,74.3,4,0,online_retail,0
100781,107.08,2,19.5,1,0,electronics,0
100782,208.04,12,35.5,4,0,online_retail,1
100783,96.41,21,8.0,3,1,grocery,0
100784,76.76,3,10.0,1,1,restaurant,0
100785,24.51,15,28.5,2,0,grocery,0
100786,12.65,17,25.7,2,1,grocery,0
100787,64.86,0,38.1,8,0,restaurant,0
100788,24.87,15,13.4,9,1,online_retail,0
100789,105.65,3,8.9,1,1,restaurant,0
100790,83.74,22,4.1,4,1,restaurant,0
100791,91.7,15,3.2,7,1,online_retail,1
100792,51.57,13,19.3,1,0,restaurant,0
100793,25.35,0,15.2,3,1,grocery,0
100794,103.44,7,33.2,5,0,online_retail,0
100795,72.58,9,1.4,6,0,restaurant,0
100796,23.62,15,5.9,5,1,online_retail,0
100797,12.08,11,14.9,2,0,grocery,0
100798,310.03,3,59.4,0,0,online_retail,0
100799,100.84,3,4.9,1,1,online_retail,0
100800,2.87,5,15.8,7,0,electronics,0
100801,1.06,0,29.0,3,1,grocery,0
100802,20.18,13,1.2,1,0,grocery,0
100803,132.92,5,20.6,2,0,grocery,0
100804,41.15,15,48.6,3,1,restaurant,0
100805,39.44,13,1.1,6,1,online_retail,0
100806,4.9,23,14.1,5,0,online_retail,0
100807,39.14,15,3.6,5,1,grocery,0
100808,8.28,0,63.8,3,1,online_retail,0
100809,6.93,0,23.4,3,1,online_retail,0
100810,91.32,21,9.4,4,1,travel,0
100811,41.3,0,28.7,3,0,electronics,0
100812,164.38,9,2.5,4,0,online_retail,0
100813,125.25,3,28.7,1,0,online_retail,1
100814,193.4,0,0.9,2,0,restaurant,0
100815,20.74,10,17.5,1,0,grocery,0
100816,95.52,9,17.4,3,0,online_retail,0
100817,33.53,21,13.4,5,0,grocery,0
100818,197.23,14,18.8,1,0,grocery,0
100819,130.59,13,37.8,2,1,online_retail,0
100820,167.28,8,9.1,5,1,travel,1
100821,8.12,14,14.9,2,0,online_retail,0
100822,18.58,8,17.1,1,0,electronics,0
100823,59.29,15,21.5,3,1,electronics,0
100824,118.4,19,6.2,1,1,grocery,0
100825,52.67,13,44.2,1,0,online_retail,0
100826,18.64,10,8.2,6,0,restaurant,0
100827,23.97,9,10.1,3,1,restaurant,0
100828,17.43,22,55.7,3,0,grocery,0
100829,9.79,2,13.2,2,0,travel,0
100830,7.65,6,22.7,5,1,restaurant,0
100831,206.06,5,0.6,4,0,restaurant,0
100832,24.87,2,5.6,3,1,online_retail,0
100833,90.19,21,13.6,6,0,online_retail,0
100834,148.79,11,3.7,2,0,online_retail,0
100835,16.44,1,39.1,6,0,online_retail,1
100836,66.8,17,2.0,3,0,online_retail,0
100837,131.95,5,18.2,5,1,online_retail,0
100838,61.48,8,24.9,1,0,grocery,0
100839,59.7,17,13.8,7,0,travel,0
100840,37.87,5,53.9,2,0,restaurant,0
100841,61.67,20,20.1,3,0,grocery,0
100842,82.02,13,1.9,4,1,online_retail,0
100843,76.8,19,2.4,3,1,restaurant,0
100844,27.55,19,77.8,2,0,online_retail,0
100845,71.89,18,19.9,7,1,online_retail,0
100846,178.51,13,0.9,0,1,online_retail,0
100847,3.66,0,27.9,2,0,online_retail,0
100848,26.42,14,7.8,5,1,online_retail,0
100849,38.11,17,15.3,5,1,online_retail,0
100850,150.97,9,0.2,3,0,restaurant,0
100851,30.77,8,6.2,6,0,restaurant,1
100852,8.43,15,12.7,1,0,travel,0
100853,149.3,12,6.6,4,1,restaurant,1
100854,5.75,18,36.2,1,1,restaurant,0
100855,55.9,7,106.4,6,0,online_retail,1
100856,23.01,1,8.4,2,1,restaurant,0
100857,32.54,13,7.0,3,0,restaurant,0
100858,23.74,23,7.8,1,0,grocery,0
100859,37.02,21,22.1,3,1,restaurant,0
100860,64.87,10,2.2,3,0,restaurant,0
100861,23.65,13,2.0,2,0,online_retail,0
100862,4.71,11,1.5,4,1,restaurant,0
100863,23.25,16,34.3,4,1,online_retail,1
100864,107.0,11,54.6,5,1,grocery,0
100865,8.78,16,6.2,2,1,online_retail,0
100866,127.03,17,27.1,2,0,online_retail,0
100867,4.26,1,29.5,3,0,restaurant,0
100868,30.72,11,1.0,4,0,restaurant,0
100869,120.1,1,23.1,1,1,online_retail,0
100870,88.57,14,6.3,2,0,restaurant,0
100871,3.02,1,53.2,1,0,restaurant,0
100872,240.98,7,27.7,2,1,restaurant,0
100873,7.81,22,5.1,3,1,grocery,0
100874,34.17,6,40.2,8,1,grocery,0
100875,5.58,22,21.9,4,1,grocery,1
100876,67.79,12,126.3,4,1,grocery,0
100877,71.46,2,39.8,2,0,grocery,0
100878,21.78,2,4.1,4,0,online_retail,0
100879,12.55,6,5.7,3,1,grocery,0
100880,36.21,1,16.1,3,0,restaurant,0
100881,4.58,19,8.0,2,0,online_retail,0
100882,64.46,17,47.3,3,0,electronics,0
100883,46.61,18,29.0,1,0,grocery,0
100884,105.96,3,14.4,5,1,online_retail,0
100885,194.75,15,52.8,1,0,restaurant,0
100886,51.32,14,9.2,5,1,restaurant,0
100887,207.26,4,85.8,3,0,online_retail,1
100888,4.53,22,6.8,4,0,grocery,0
100889,44.01,0,0.3,3,0,online_retail,0
100890,22.9,20,4.7,3,0,grocery,0
100891,30.5,0,29.0,3,1,grocery,0
100892,19.07,2,3.5,4,0,online_retail,0
100893,55.48,20,28.9,2,1,restaurant,0
100894,50.27,11,37.0,1,0,grocery,0
100895,5.75,19,7.4,7,0,grocery,0
100896,50.56,13,8.4,4,1,grocery,0
100897,84.65,13,29.4,4,0,online_retail,0
100898,15.02,8,16.5,4,0,grocery,0
100899,126.74,5,2.0,4,0,restaurant,0
100900,155.16,8,11.2,4,0,grocery,0
100901,7.52,8,8.3,3,0,grocery,0
100902,161.89,22,35.5,1,0,restaurant,0
100903,8.55,3,25.9,4,0,travel,1
100904,32.21,3,6.7,1,0,grocery,0
100905,181.91,13,2.6,4,0,grocery,0
100906,25.35,20,4.1,4,0,restaurant,0
100907,209.0,14,6.0,4,0,online_retail,0
100908,36.34,18,5.0,3,0,restaurant,0
100909,74.36,0,10.6,3,0,electronics,0
100910,123.27,4,0.3,3,0,online_retail,0
100911,73.83,3,1.6,3,0,online_retail,0
100912,28.77,8,7.7,1,0,restaurant,0
100913,47.48,6,1.5,2,0,electronics,0
100914,8.3,12,33.9,3,1,restaurant,0
100915,227.25,20,11.9,1,0,online_retail,0
100916,4.07,21,44.1,2,1,grocery,0
100917,1.0,4,10.2,3,0,online_retail,0
100918,132.66,0,38.8,1,0,restaurant,1
100919,38.55,1,21.3,2,0,restaurant,0
100920,21.33,21,3.7,6,0,restaurant,0
100921,17.55,7,0.2,2,0,grocery,0
100922,91.53,1,4.2,1,0,online_retail,0
100923,69.56,10,40.7,3,1,grocery,0
100924,57.7,7,25.1,0,0,electronics,0
100925,101.43,7,1.3,2,1,restaurant,0
100926,120.27,0,27.4,2,0,grocery,0
100927,2.04,14,11.6,4,0,grocery,0
100928,1.78,23,75.8,2,0,travel,0
100929,3.32,15,21.4,1,0,online_retail,0
100930,322.88,23,14.5,3,0,grocery,0
100931,19.63,17,17.3,3,0,online_retail,0
100932,27.34,10,1.3,3,1,travel,0
100933,28.38,8,71.6,1,0,online_retail,0
100934,108.27,17,20.5,2,1,grocery,0
100935,83.6,23,10.8,1,0,travel,0
100936,80.94,1,0.7,3,1,online_retail,0
100937,23.4,21,5.6,2,1,travel,0
100938,41.76,13,65.7,3,0,grocery,0
100939,16.3,15,16.4,1,0,grocery,0
100940,156.56,8,84.2,3,1,electronics,0
100941,71.46,20,9.8,3,1,grocery,1
100942,6.97,13,55.0,5,0,restaurant,0
100943,106.55,6,9.7,1,0,restaurant,0
100944,29.75,7,6.8,5,0,grocery,0
100945,110.87,17,44.7,3,0,travel,0
100946,75.14,15,2.3,6,1,grocery,1
100947,6.64,13,7.1,2,0,restaurant,0
100948,5.07,11,17.2,5,1,travel,0
100949,7.1,0,5.7,6,1,online_retail,0
100950,11.5,11,12.0,3,0,electronics,1
100951,191.73,19,20.8,2,0,online_retail,0
100952,4.04,11,42.0,3,0,online_retail,0
100953,9.07,17,16.7,6,0,restaurant,0
100954,89.78,8,10.8,5,1,electronics,0
100955,18.97,17,2.6,1,1,online_retail,0
100956,183.7,12,35.2,1,0,grocery,0
100957,130.88,12,3.7,4,1,grocery,0
100958,47.6,17,5.2,3,0,online_retail,0
100959,2.15,21,5.1,5,1,restaurant,0
100960,76.36,15,8.2,5,1,grocery,0
100961,46.34,10,6.3,2,0,grocery,0
100962,1.0,3,6.5,4,1,grocery,0
100963,84.24,12,3.3,6,0,online_retail,0
100964,5.4,15,5.8,4,0,online_retail,0
100965,82.67,7,28.2,0,0,grocery,0
100966,33.11,4,61.3,1,0,grocery,0
100967,69.84,9,21.4,2,1,restaurant,0
100968,79.29,15,62.7,3,1,online_retail,0
100969,41.73,13,3.9,1,0,travel,0
100970,43.53,17,29.0,1,1,electronics,0
100971,70.73,12,1.9,4,1,restaurant,0
100972,147.44,15,22.6,0,0,electronics,0
100973,7.14,14,31.9,2,1,travel,0
100974,32.64,18,45.9,2,0,restaurant,1
100975,70.04,18,5.7,4,1,electronics,0
100976,35.25,9,53.6,1,0,online_retail,0
100977,317.42,23,13.4,4,1,restaurant,0
100978,54.23,23,7.5,1,1,restaurant,0
100979,84.64,12,12.7,3,0,restaurant,0
100980,75.92,21,6.0,6,1,grocery,0
100981,24.43,13,11.6,3,1,online_retail,0
100982,42.44,12,7.7,3,0,online_retail,0
100983,55.45,14,25.5,5,1,travel,0
100984,55.36,7,12.4,3,0,travel,0
100985,12.86,2,9.7,3,0,grocery,0
100986,136.53,22,5.3,4,1,online_retail,0
100987,38.13,23,6.0,3,0,restaurant,0
100988,53.4,13,29.4,2,0,grocery,0
100989,72.04,18,32.1,5,1,grocery,0
100990,71.05,3,8.8,3,0,restaurant,0
100991,49.38,15,1.5,4,1,grocery,0
100992,57.19,9,21.7,6,1,restaurant,0
100993,89.32,22,4.6,2,0,grocery,0
100994,21.91,2,3.8,3,1,grocery,0
100995,39.89,6,1.0,1,1,grocery,0
100996,122.92,11,6.5,3,0,online_retail,0
100997,107.04,8,7.2,3,1,grocery,1
100998,46.46,6,13.4,5,0,grocery,0
100999,29.47,18,3.4,4,1,online_retail,0
101000,37.14,3,23.1,1,0,online_retail,0
101001,62.66,8,4.9,3,0,grocery,0
101002,166.38,18,13.4,6,1,grocery,0
101003,54.0,0,7.6,5,1,restaurant,0
101004,3.78,7,21.4,4,1,grocery,0
101005,10.44,3,36.7,2,0,grocery,0
101006,88.76,22,10.3,4,1,online_retail,1
101007,65.05,4,8.3,5,0,grocery,0
101008,147.94,16,33.4,5,1,grocery,0
101009,50.23,18,52.6,2,1,restaurant,0
101010,11.59,9,89.4,7,1,online_retail,1
101011,21.58,22,6.3,4,1,online_retail,0
101012,36.86,7,15.4,4,0,online_retail,0
101013,68.45,2,2.5,3,0,restaurant,0
101014,39.02,3,0.4,3,1,restaurant,0
101015,34.69,23,0.4,3,1,electronics,1
101016,85.99,8,2.4,2,0,electronics,0
101017,18.62,8,51.5,1,0,restaurant,0
101018,2.53,13,21.0,5,0,restaurant,0
101019,41.64,21,15.6,3,1,restaurant,0
101020,170.06,0,0.0,7,0,online_retail,1
101021,299.44,13,27.4,4,0,grocery,0
101022,3.87,13,3.6,2,0,restaurant,0
101023,33.55,15,20.9,1,0,online_retail,0
101024,24.34,5,0.8,2,1,travel,0
101025,8.15,9,39.4,3,0,restaurant,0
101026,229.52,3,3.5,5,0,restaurant,0
101027,2.08,6,5.8,2,1,grocery,0
101028,20.12,3,1.2,2,0,online_retail,0
101029,2.45,1,3.1,3,1,travel,0
101030,6.01,6,1.2,2,1,restaurant,0
101031,44.11,2,52.4,4,0,restaurant,0
101032,118.83,14,31.9,5,0,restaurant,0
101033,37.52,7,20.5,5,0,grocery,0
101034,24.3,6,22.7,3,0,electronics,0
101035,63.91,10,15.2,4,1,online_retail,0
101036,69.87,16,85.8,2,0,restaurant,0
101037,64.22,15,10.5,5,0,online_retail,0
101038,17.01,11,2.6,0,0,electronics,0
101039,69.3,3,25.6,5,0,electronics,0
101040,74.49,8,36.0,0,0,electronics,0
101041,101.39,11,48.2,2,0,grocery,0
101042,77.45,23,18.7,1,1,online_retail,0
101043,151.83,21,10.8,2,1,travel,0
101044,49.45,22,22.9,5,0,restaurant,0
101045,12.13,7,3.7,0,1,grocery,0
101046,71.33,4,0.6,3,0,grocery,0
101047,21.26,6,16.1,4,0,online_retail,0
101048,16.73,11,54.3,3,0,online_retail,0
101049,17.65,4,1.4,3,1,grocery,0
101050,365.37,13,6.8,3,1,travel,0
101051,93.2,21,2.6,2,0,grocery,0
101052,89.55,8,54.1,2,1,online_retail,0
101053,122.38,4,17.4,5,1,online_retail,0
101054,4.9,8,2.1,2,0,grocery,0
101055,8.45,3,31.9,4,0,online_retail,0
101056,24.27,23,138.4,1,0,grocery,0
101057,54.29,2,5.3,4,1,online_retail,0
101058,22.89,14,12.9,4,0,restaurant,0
101059,35.24,18,7.1,8,0,restaurant,0
101060,9.29,22,12.8,0,1,restaurant,0
101061,89.83,17,1.5,4,1,online_retail,0
101062,38.92,8,1.6,3,1,travel,0
101063,147.41,22,11.5,2,1,grocery,0
101064,203.49,15,30.3,3,0,online_retail,0
101065,186.93,13,13.1,1,0,travel,0
101066,3.49,13,22.7,2,0,grocery,0
101067,238.59,2,0.9,4,0,electronics,0
101068,74.71,19,11.2,4,0,grocery,0
101069,50.29,4,6.9,4,0,online_retail,0
101070,130.53,5,0.5,1,1,online_retail,0
101071,14.79,12,16.8,6,0,online_retail,0
101072,24.62,0,16.1,5,1,grocery,0
101073,41.77,19,7.1,1,0,travel,0
101074,24.42,19,3.7,2,0,online_retail,0
101075,14.62,4,5.3,4,1,restaurant,0
101076,138.18,21,19.6,0,0,restaurant,0
101077,10.29,12,6.1,3,0,grocery,0
101078,41.21,1,46.5,3,1,restaurant,0
101079,19.68,15,32.2,4,0,restaurant,0
101080,182.99,21,1.1,3,0,online_retail,0
101081,39.21,9,21.9,5,1,grocery,0
101082,166.6,11,10.0,3,1,electronics,0
101083,33.15,4,50.2,1,0,restaurant,0
101084,2.85,1,2.1,4,0,online_retail,0
101085,53.16,0,0.0,3,0,restaurant,0
101086,74.03,6,37.6,3,1,restaurant,0
101087,33.5,16,72.1,1,0,restaurant,1
101088,40.84,4,8.4,3,1,restaurant,0
101089,41.21,2,58.5,5,0,restaurant,0
101090,4.39,12,36.8,4,0,restaurant,0
101091,136.87,18,5.6,4,0,restaurant,0
101092,17.95,23,35.4,1,0,online_retail,0
101093,86.23,17,11.5,4,0,electronics,0
101094,9.13,9,1.6,1,0,grocery,0
101095,69.62,12,9.6,6,1,online_retail,0
101096,120.1,16,52.1,4,1,electronics,0
101097,24.52,9,29.4,4,0,online_retail,0
101098,99.79,7,65.1,3,1,restaurant,0
101099,36.99,21,1.1,4,0,grocery,0
101100,64.02,3,20.0,6,0,online_retail,0
101101,54.02,17,17.0,1,1,grocery,0
101102,72.43,23,6.4,3,1,restaurant,0
101103,11.01,17,8.6,1,0,travel,0
101104,86.73,21,21.6,1,1,restaurant,0
101105,6.7,13,46.1,1,0,restaurant,0
101106,98.85,2,0.7,4,0,restaurant,0
101107,139.5,5,75.6,4,0,online_retail,0
101108,142.91,6,4.2,4,0,electronics,0
101109,54.05,10,9.4,1,0,restaurant,0
101110,20.32,13,13.8,1,1,travel,0
101111,41.33,0,16.9,1,1,restaurant,0
101112,232.67,17,28.5,3,0,online_retail,0
101113,145.8,16,10.9,3,1,grocery,0
101114,5.23,7,15.0,2,1,grocery,0
101115,9.43,19,19.1,4,0,grocery,0
101116,11.28,1,11.9,5,0,electronics,0
101117,79.24,0,31.7,3,0,online_retail,0
101118,124.24,6,70.9,4,1,online_retail,0
101119,5.27,2,2.3,2,0,electronics,0
101120,48.69,13,15.5,1,0,online_retail,0
101121,40.98,2,12.3,5,1,travel,0
101122,5.83,20,11.8,4,0,restaurant,0
101123,84.3,3,13.0,3,1,electronics,0
101124,41.28,0,5.8,4,0,restaurant,0
101125,66.18,23,22.2,3,0,travel,0
101126,41.78,17,17.4,5,1,restaurant,0
101127,76.87,10,9.9,3,0,restaurant,0
101128,8.18,14,45.0,2,0,restaurant,0
101129,259.34,3,5.6,2,0,grocery,0
101130,218.36,7,6.7,1,1,grocery,0
101131,8.89,19,33.9,2,0,travel,0
101132,29.13,11,15.8,4,0,online_retail,0
101133,3.05,8,15.9,4,1,electronics,0
101134,101.01,0,10.5,2,0,travel,1
101135,5.16,9,7.0,4,0,grocery,0
101136,36.76,11,18.6,2,0,online_retail,0
101137,18.6,7,30.1,0,0,electronics,0
101138,32.74,18,2.1,3,0,grocery,0
101139,1.72,17,20.0,4,0,restaurant,0
101140,184.61,7,33.3,4,1,grocery,0
101141,6.24,14,15.4,3,0,restaurant,0
101142,15.03,13,23.3,5,1,grocery,0
101143,177.24,0,41.3,4,0,online_retail,0
101144,78.78,16,18.9,4,1,grocery,0
101145,26.57,20,8.0,1,0,restaurant,0
101146,46.06,2,1.5,2,0,online_retail,0
101147,66.37,4,11.5,3,0,grocery,0
101148,26.68,10,45.2,1,0,grocery,0
101149,17.98,21,11.5,1,1,restaurant,0
101150,83.52,6,58.5,3,0,online_retail,0
101151,33.48,15,25.2,2,0,electronics,0
101152,5.53,5,7.6,5,1,grocery,0
101153,86.6,21,10.3,0,0,grocery,0
101154,8.48,14,4.4,1,0,online_retail,0
101155,10.57,15,23.8,4,1,grocery,0
101156,79.05,1,15.2,2,0,electronics,0
101157,160.09,15,32.6,5,0,electronics,0
101158,48.46,12,10.2,5,0,restaurant,0
101159,20.5,20,22.0,5,1,restaurant,0
101160,13.59,17,10.3,2,0,online_retail,0
101161,99.87,1,81.1,3,1,online_retail,1
101162,64.26,5,12.6,3,1,restaurant,1
101163,214.59,3,18.4,3,0,restaurant,0
101164,98.77,0,14.6,4,0,grocery,0
101165,36.21,5,13.9,2,1,grocery,0
101166,6.82,20,14.1,1,0,online_retail,0
101167,26.04,11,3.3,3,0,grocery,0
101168,35.0,20,2.7,2,0,restaurant,0
101169,42.0,20,0.3,2,1,grocery,0
101170,9.28,8,5.4,2,0,online_retail,0
101171,26.31,6,7.0,3,0,online_retail,0
101172,4.69,20,19.9,2,0,online_retail,0
101173,103.74,9,0.2,3,1,grocery,1
101174,30.03,5,2.4,1,1,grocery,1
101175,128.29,4,13.2,4,0,online_retail,0
101176,99.99,4,10.3,5,1,grocery,1
101177,18.34,22,19.0,2,0,online_retail,0
101178,53.64,17,33.1,4,1,online_retail,1
101179,154.13,1,6.8,4,1,online_retail,1
101180,11.83,3,28.0,1,0,restaurant,0
101181,49.9,6,11.4,1,0,grocery,0
101182,78.9,8,39.2,1,0,online_retail,0
101183,50.55,17,5.2,3,0,electronics,0
101184,13.8,15,13.3,1,1,electronics,1
101185,12.24,17,39.8,3,1,online_retail,0
101186,20.23,6,1.4,3,1,grocery,0
101187,121.42,18,4.1,4,0,online_retail,0
